,AirBnB_id,active_within_0_2,arts_within_0_2,food_within_0_2,nightlife_within_0_2,restaurants_within_0_2,shopping_within_0_2,active_within_2_4,arts_within_2_4,food_within_2_4,nightlife_within_2_4,restaurants_within_2_4,shopping_within_2_4,active_beyond_4,arts_beyond_4,food_beyond_4,nightlife_beyond_4,restaurants_beyond_4,shopping_beyond_4
171,12810878,0,1,1,0,0,0,1,0,1,1,4,0,0,0,2,3,12,0
172,12853699,0,0,5,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
173,12870392,0,1,2,1,5,0,0,0,0,4,12,0,0,0,0,0,0,0
174,12872273,0,0,0,0,0,0,0,1,1,3,8,0,0,0,0,2,10,0
175,12902998,0,0,2,2,9,0,0,1,0,2,9,0,0,0,0,0,0,0
176,12912043,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
177,12932740,0,0,2,5,14,0,0,0,0,2,3,0,0,0,0,0,0,0
178,12941574,0,0,0,0,1,0,1,0,1,1,8,0,0,0,0,3,10,0
179,12951332,1,0,5,3,11,0,0,0,0,2,6,0,0,0,0,0,0,0
180,12964705,0,0,5,4,13,0,0,0,0,1,4,0,0,0,0,0,0,0
181,12986044,0,1,1,0,0,0,0,0,2,2,5,0,0,0,2,4,11,0
182,12990193,0,1,1,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0
183,12996021,0,0,2,5,14,0,0,0,0,2,3,0,0,0,0,0,0,0
184,1300670,0,0,4,0,7,0,0,0,1,0,5,0,0,0,1,0,5,0
185,13017638,0,1,2,1,5,0,0,0,0,2,4,0,0,0,0,1,8,0
186,13019691,0,0,0,0,2,0,1,0,1,1,9,0,0,0,0,3,8,0
187,13019766,0,0,6,5,11,0,0,0,0,1,6,0,0,0,0,0,0,0
188,13030649,0,1,2,7,13,0,0,0,0,0,5,0,0,0,0,0,0,0
189,13044705,0,0,2,2,7,0,0,0,0,3,11,0,0,0,0,0,0,0
190,13052870,0,0,3,4,6,0,0,0,1,1,5,0,0,0,0,2,8,0
191,13062894,0,0,0,0,2,0,0,1,2,3,8,0,0,0,0,1,7,0
192,13064758,0,0,3,5,8,0,0,0,0,1,3,0,0,0,1,3,8,0
193,13064961,0,0,1,8,18,0,0,0,0,0,1,0,0,0,0,0,0,0
194,13081350,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,1,6,0
195,13085311,0,0,6,5,10,0,0,0,0,1,7,0,0,0,0,0,0,0
196,13096927,0,1,0,1,5,0,0,0,2,4,12,0,0,0,0,0,0,0
197,13098951,0,0,4,4,12,0,0,0,0,2,5,0,0,0,0,0,0,0
198,13100329,0,0,1,0,3,0,0,1,1,1,2,0,0,0,1,3,11,0
199,13116217,0,0,2,2,7,0,0,1,1,4,10,0,0,0,0,0,0,0
200,13116639,0,0,4,4,12,0,0,0,0,2,5,0,0,0,0,0,0,0
201,13124378,0,0,2,5,11,0,0,0,0,1,8,0,0,0,0,0,0,0
202,13130511,0,0,0,0,2,0,0,1,2,3,8,0,0,0,0,1,7,0
203,13136382,0,1,1,8,16,0,0,0,0,1,2,0,0,0,0,0,0,0
204,13139208,0,0,2,1,9,0,0,0,1,2,3,0,0,0,0,2,7,0
205,13142265,0,1,0,1,3,0,0,0,1,2,4,0,0,0,0,3,11,0
206,13153509,0,0,1,1,4,0,0,2,3,5,10,0,0,0,1,2,3,0
207,13155029,0,0,0,4,9,0,0,0,3,3,4,0,0,1,1,3,5,0
208,13164780,0,0,4,7,16,0,0,0,0,0,1,0,0,0,0,0,0,0
209,13165476,0,1,2,8,15,0,0,0,0,0,3,0,0,0,0,0,0,0
210,13176145,0,0,3,5,8,0,0,0,0,1,3,0,0,0,1,3,8,0
211,13190076,0,0,2,2,9,0,0,0,0,2,8,0,0,0,0,0,1,0
212,13198763,0,1,0,1,3,0,0,0,2,2,6,0,0,0,0,1,8,0
213,13208859,0,0,0,1,6,0,0,1,1,2,8,0,0,1,3,3,4,0
214,13221741,0,0,0,0,1,0,0,0,1,3,5,0,0,0,2,4,12,0
215,13238821,0,0,6,5,10,0,0,0,0,1,7,0,0,0,0,0,0,0
216,13249863,0,1,0,1,4,0,0,0,2,2,5,0,0,0,0,1,8,0
217,13261158,0,0,3,4,15,1,0,0,0,1,3,0,0,0,0,0,0,0
218,13272119,0,0,5,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
219,13279168,0,0,2,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
220,13282529,0,1,2,4,7,1,0,0,0,3,10,0,0,0,0,0,0,0
221,13293782,0,0,2,2,9,0,0,0,0,2,8,0,0,0,0,0,1,0
222,13313321,0,0,3,5,9,0,0,1,1,2,2,0,0,0,0,3,7,0
223,13332724,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
224,13334722,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
225,13342954,0,0,3,5,8,0,0,0,0,1,4,0,0,0,1,3,7,0
226,13343152,0,0,5,6,14,0,0,0,0,1,3,0,0,0,0,0,0,0
227,13361972,0,0,2,2,9,0,0,1,2,1,6,0,0,0,0,1,2,0
228,13374996,0,0,1,0,1,0,0,0,1,1,8,0,0,0,4,6,10,0
229,13380117,0,0,0,0,0,0,0,0,1,2,6,0,0,2,2,4,10,0
230,13388342,0,0,2,1,9,0,0,0,2,1,2,0,0,0,0,2,7,0
231,13388926,0,0,2,1,8,0,0,0,2,1,3,0,0,0,0,2,7,0
232,13389115,0,0,2,2,9,0,0,0,0,2,6,0,0,0,0,0,3,0
233,13415408,0,1,3,3,8,1,0,0,0,2,9,0,0,0,0,0,0,0
234,13415729,0,0,2,1,9,0,0,1,1,2,6,0,0,0,0,1,3,0
235,13450649,0,0,0,0,2,0,0,1,2,3,8,0,0,0,0,1,7,0
236,13492372,0,0,4,5,13,1,0,0,0,1,4,0,0,0,0,0,0,0
237,13493836,0,1,1,7,14,0,0,0,0,2,4,0,0,0,0,0,0,0
238,13496774,0,0,5,3,10,0,0,0,0,3,7,0,0,0,0,0,0,0
239,13496959,0,1,2,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0
240,13505557,0,0,0,0,1,0,0,1,2,3,8,0,0,0,0,1,8,0
241,13509250,0,0,1,7,16,0,0,0,0,0,3,0,0,0,0,0,0,0
242,13547196,0,0,0,1,3,0,0,0,3,6,11,0,0,0,1,2,5,0
243,13561006,1,0,0,0,6,0,0,0,2,3,6,0,0,0,0,1,5,0
244,13574331,0,0,3,3,11,0,0,0,0,1,6,0,0,0,0,0,1,0
245,13575385,0,0,0,3,8,0,0,0,3,4,5,0,0,1,1,3,5,0
246,13588890,0,0,0,0,0,0,0,1,2,6,16,0,0,0,0,0,2,0
247,13595249,0,0,0,9,18,0,0,0,0,0,1,0,0,0,0,0,0,0
248,13634095,0,1,2,7,14,0,0,0,0,0,4,0,0,0,0,0,0,0
249,13642576,0,0,6,4,13,0,0,0,0,1,4,0,0,0,0,0,0,0
250,13654633,0,0,3,2,6,0,0,0,2,3,9,0,0,0,0,1,2,0
251,13671915,0,1,0,1,3,0,0,0,1,0,2,0,0,0,0,4,13,0
252,13682881,0,0,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0
253,13700720,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
254,13712433,0,0,0,0,4,0,1,0,1,1,4,0,0,0,0,3,10,0
255,13727131,0,0,2,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
256,13734739,0,0,2,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
257,13741628,0,0,2,2,9,0,0,0,0,2,8,0,0,0,0,0,1,0
258,13754642,0,1,0,1,4,0,0,0,2,2,5,0,0,0,0,1,8,0
259,13759255,0,0,0,0,2,0,0,1,2,3,9,0,0,0,0,1,6,0
260,13784416,0,1,2,2,6,0,0,0,0,4,11,0,0,0,0,0,0,0
261,13787750,0,0,2,4,10,0,0,0,0,2,9,0,0,0,0,0,0,0
262,13789664,0,0,6,6,14,0,0,0,0,1,3,0,0,0,0,0,0,0
263,13801187,0,0,1,8,17,0,0,0,0,0,1,0,0,0,0,0,0,0
264,13829517,0,1,0,1,2,0,0,0,2,3,6,0,0,0,0,3,10,0
265,13840397,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,1,6,0
266,13866464,0,0,2,0,3,0,0,1,0,4,7,0,0,0,0,0,7,0
267,13973174,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
268,13980372,0,0,4,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0
269,14021753,0,1,0,2,5,0,0,0,2,2,5,0,0,0,0,1,7,0
270,14054945,0,1,2,3,7,0,0,0,1,3,10,0,0,0,0,0,0,0
271,14057925,0,1,2,2,7,0,0,0,0,2,4,0,0,0,0,0,6,0
272,14066922,0,0,2,2,9,0,0,0,0,2,8,0,0,0,0,0,1,0
273,14075505,0,0,0,0,0,0,0,0,1,1,5,0,0,2,2,5,11,0
274,14088893,0,0,2,1,5,0,0,0,0,3,9,0,0,0,0,0,4,0
275,14153973,0,1,1,10,18,0,0,0,0,0,1,0,0,0,0,0,0,0
276,14217334,0,0,6,4,13,0,0,0,0,1,4,0,0,0,0,0,0,0
277,14220743,0,0,2,0,5,0,0,0,1,2,5,0,0,0,1,3,9,0
278,14221473,0,0,2,3,9,0,0,0,0,3,10,0,0,0,0,0,0,0
279,14222547,0,1,2,8,17,0,0,0,0,0,1,0,0,0,0,0,0,0
280,14247497,0,1,2,5,11,0,0,0,0,2,7,0,0,0,0,0,0,0
281,14276063,0,0,5,4,10,0,0,0,0,2,6,0,0,0,0,0,1,0
282,1428018,0,0,2,1,6,0,0,0,0,3,11,0,0,0,0,0,1,0
283,14315553,0,1,2,1,5,0,0,0,1,3,5,0,0,0,0,1,7,0
284,14318833,0,0,1,5,14,0,0,0,0,2,4,0,0,0,0,0,0,0
285,14332362,0,0,1,3,7,0,0,0,0,4,11,0,0,0,0,0,0,0
286,14335062,0,0,5,5,12,0,0,0,0,1,5,0,0,0,0,0,0,0
287,14344535,0,0,2,1,9,0,0,0,1,0,2,0,0,0,0,3,8,0
288,14376234,0,0,5,3,11,0,0,0,0,3,6,0,0,0,0,0,0,0
289,14385230,1,0,1,0,8,0,0,0,2,3,4,0,0,0,0,1,5,0
290,14389733,0,0,1,0,5,0,1,0,0,2,7,0,0,0,0,1,7,0
291,14412382,0,0,3,3,11,0,0,0,0,1,6,0,0,0,0,0,1,0
292,14417382,0,0,1,8,18,0,0,0,0,0,1,0,0,0,0,0,0,0
293,14419919,0,0,4,4,12,0,0,0,0,1,5,0,0,0,0,0,0,0
294,14421986,0,0,3,2,10,0,0,0,0,1,7,0,0,0,0,0,1,0
295,14487681,0,0,2,1,8,0,0,0,0,0,1,0,0,0,2,3,9,0
296,14490675,0,0,0,1,1,0,0,0,6,3,11,0,0,0,0,1,4,0
297,14500183,0,1,0,1,3,0,0,0,2,2,8,0,0,0,0,1,6,0
298,14503480,0,0,2,2,7,0,0,0,0,3,11,0,0,0,0,0,0,0
299,14517297,0,0,0,0,0,0,0,0,6,4,12,0,0,0,0,1,4,0
300,14522963,0,0,5,5,13,0,0,0,0,1,4,0,0,0,0,0,0,0
301,14530554,0,0,0,0,0,0,0,1,2,7,15,0,0,0,0,0,3,0
302,14534800,0,0,1,0,1,0,0,1,2,1,4,0,0,0,0,3,11,0
303,14553716,0,1,1,8,16,0,0,0,0,0,3,0,0,0,0,0,0,0
304,14555251,0,1,2,7,15,0,0,0,0,0,4,0,0,0,0,0,0,0
305,14627429,0,0,6,5,11,0,0,0,0,1,6,0,0,0,0,0,0,0
306,14656134,0,1,2,8,15,0,0,0,0,0,3,0,0,0,0,0,0,0
307,14664334,0,0,1,1,2,0,0,0,2,5,12,0,0,0,0,0,3,0
308,1468175,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0
309,14692027,0,0,1,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0
310,14692765,0,0,1,3,9,0,0,0,0,3,10,0,0,0,0,0,0,0
311,14693200,0,0,6,4,14,0,0,0,0,1,3,0,0,0,0,0,0,0
312,14696060,0,0,2,2,7,0,0,0,0,3,11,0,0,0,0,0,0,0
313,1469884,0,0,0,9,18,0,0,0,0,0,1,0,0,0,0,0,0,0
314,14711854,0,1,1,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0
315,14728712,0,0,2,5,14,0,0,0,0,2,3,0,0,0,0,0,0,0
316,14740890,0,0,3,3,7,0,1,0,1,1,6,0,0,0,0,1,3,0
317,14746042,0,1,2,3,7,0,0,0,0,3,10,0,0,0,0,0,0,0
318,14747041,0,0,0,0,1,0,0,1,2,6,14,0,0,0,1,0,2,0
319,14747730,1,0,0,0,1,0,0,0,2,1,5,0,0,0,2,4,13,0
