,AirBnB_id,active_within_0_2,arts_within_0_2,food_within_0_2,nightlife_within_0_2,restaurants_within_0_2,shopping_within_0_2,active_within_2_4,arts_within_2_4,food_within_2_4,nightlife_within_2_4,restaurants_within_2_4,shopping_within_2_4,active_beyond_4,arts_beyond_4,food_beyond_4,nightlife_beyond_4,restaurants_beyond_4,shopping_beyond_4
1779,32423536,0,0,5,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1780,32441999,0,0,2,2,9,0,0,0,0,2,9,0,0,0,0,0,0,0
1781,32445764,0,1,0,1,2,0,0,0,3,4,7,0,0,0,0,3,9,0
1782,32461038,0,1,2,6,15,0,0,0,0,0,3,0,0,0,0,0,0,0
1783,32463643,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,6,14,0
1784,32495471,0,0,1,0,5,0,1,0,0,0,6,0,0,0,0,2,8,0
1785,32495864,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,32497760,0,1,1,3,7,0,0,0,1,3,11,0,0,0,0,0,0,0
1787,32500148,0,1,2,2,6,0,0,0,0,3,6,0,0,0,0,0,5,0
1788,32503093,0,1,2,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,32504755,0,0,0,0,2,0,1,0,1,1,9,0,0,0,0,3,8,0
1790,32519393,0,0,0,0,1,0,0,1,2,3,9,0,0,0,0,1,7,0
1791,32525522,1,0,4,3,9,0,0,0,0,2,7,0,0,0,0,0,0,0
1792,32551176,0,1,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,32551715,0,0,1,0,1,0,0,0,1,1,7,0,0,0,1,0,12,0
1794,32567134,0,0,2,3,9,0,0,0,0,3,10,0,0,0,0,0,0,0
1795,32567363,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,32568199,0,1,1,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,32568417,0,1,1,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,32568787,0,1,1,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,32568906,0,1,1,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,32575015,0,0,0,0,5,0,0,0,3,0,3,0,0,1,1,2,8,0
1801,32595186,0,0,2,6,15,0,0,0,0,1,2,0,0,0,0,0,0,0
1802,32603179,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,32603808,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,32655720,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,32658293,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,16,0
1806,32660278,0,1,2,6,14,0,0,0,0,1,3,0,0,0,0,0,0,0
1807,32663556,0,0,1,0,0,0,1,0,0,1,4,0,3,0,4,1,9,2
1808,32666179,0,1,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,32710910,0,0,1,0,7,0,0,0,0,0,4,0,1,0,1,2,8,0
1810,32724463,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
1811,32726384,0,0,1,0,2,0,0,0,1,1,5,0,0,0,2,0,13,0
1812,32736724,0,1,2,2,7,0,0,0,0,2,6,0,0,0,0,0,4,0
1813,32739076,0,1,2,2,12,1,0,0,0,2,5,0,0,0,0,0,0,0
1814,32747443,0,0,2,2,4,0,0,0,0,4,13,0,0,0,0,0,1,0
1815,3275310,0,0,2,2,9,0,0,0,0,2,8,0,0,0,0,0,1,0
1816,32759754,0,0,1,1,1,0,0,0,1,0,2,0,0,1,3,4,13,0
1817,32765613,0,1,2,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,32777010,0,0,2,6,15,0,0,0,0,1,2,0,0,0,0,0,0,0
1819,32777370,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
1820,32779311,0,0,3,2,9,0,0,0,0,1,7,0,0,0,0,0,1,0
1821,32809031,0,0,2,6,15,0,0,0,0,1,2,0,0,0,0,0,0,0
1822,32812317,0,1,2,2,6,0,0,0,0,2,4,0,0,0,0,1,7,0
1823,32830795,0,0,2,5,15,0,0,0,0,1,2,0,0,0,0,0,0,0
1824,32842187,0,0,4,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0
1825,32846723,0,0,1,1,2,0,0,0,2,5,14,0,0,0,0,0,1,0
1826,32847983,0,0,4,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0
1827,32848690,0,0,4,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1828,32857443,0,1,2,2,6,0,0,0,0,4,11,0,0,0,0,0,0,0
1829,32859747,0,1,0,1,3,0,0,0,2,2,6,0,0,0,0,1,8,0
1830,32866200,0,0,5,5,15,0,0,0,0,1,2,0,0,0,0,0,0,0
1831,32868606,0,0,4,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0
1832,32869497,0,0,0,0,2,0,1,0,4,3,9,0,0,0,0,1,6,0
1833,32869595,0,1,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,32870653,0,0,3,7,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1835,32871329,0,0,3,7,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1836,32872307,0,0,2,1,6,0,0,0,0,2,9,0,0,0,0,0,3,0
1837,3288576,0,0,5,5,12,0,0,0,0,1,5,0,0,0,0,0,0,0
1838,32886505,0,0,5,5,15,0,0,0,0,1,2,0,0,0,0,0,0,0
1839,32939508,0,1,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,32942800,0,1,1,0,6,0,1,0,0,0,7,0,0,0,0,2,6,0
1841,32958841,1,0,3,0,6,0,0,0,0,1,3,0,0,0,0,3,9,0
1842,32963904,0,1,2,4,9,0,0,0,0,2,9,0,0,0,0,0,0,0
1843,32986701,0,1,2,8,17,0,0,0,0,0,1,0,0,0,0,0,0,0
1844,32987908,0,0,3,7,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1845,32990740,0,1,2,8,17,0,0,0,0,0,1,0,0,0,0,0,0,0
1846,32992170,0,1,2,2,12,1,0,0,0,2,5,0,0,0,0,0,0,0
1847,329997,0,0,1,5,15,0,0,0,0,2,3,0,0,0,0,0,0,0
1848,33013006,0,0,0,0,2,0,0,1,2,3,7,0,0,0,0,1,8,0
1849,33017745,0,0,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,33020365,0,0,2,2,7,0,0,1,0,2,7,0,0,0,0,0,3,0
1851,33037600,0,1,0,1,1,0,0,0,2,0,4,0,0,0,0,3,12,0
1852,33069060,0,0,3,8,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1853,33090426,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,33090435,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,33091529,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,33094538,0,1,2,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,33095170,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,33095212,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,33095963,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,33110293,0,0,0,0,1,0,0,0,3,0,4,0,0,0,1,3,14,0
1861,33112268,0,1,2,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,33127704,0,1,2,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,33153162,0,1,2,2,6,0,0,0,0,2,4,0,0,0,0,1,7,0
1864,33165041,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,33165102,0,0,1,0,5,0,1,0,0,1,9,0,0,0,0,1,5,0
1866,33187241,0,1,0,1,3,0,0,0,1,2,5,0,0,0,0,3,10,0
1867,33189174,0,0,3,3,7,0,0,1,1,3,3,0,0,0,0,3,8,0
1868,33192265,0,1,1,3,11,1,0,0,0,2,6,0,0,0,0,0,0,0
1869,33192778,0,0,0,0,0,0,0,2,2,2,6,0,0,0,2,6,10,0
1870,33194843,0,0,1,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,33196002,0,1,2,6,14,0,0,0,0,0,4,0,0,0,0,0,0,0
1872,33197639,0,0,1,0,5,0,1,0,0,1,6,0,0,0,0,1,8,0
1873,33198541,0,1,2,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,33216358,0,1,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,33223288,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,33223973,0,1,2,2,8,1,0,0,0,3,9,0,0,0,0,0,0,0
1877,33246343,0,0,4,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0
1878,33246997,0,0,4,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1879,33247929,0,0,3,7,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1880,33248413,0,0,1,1,2,0,0,0,2,5,14,0,0,0,0,0,1,0
1881,33248440,0,1,2,2,11,1,0,0,0,2,6,0,0,0,0,0,0,0
1882,33250628,0,0,0,0,0,0,0,0,4,0,6,0,0,0,2,1,11,0
1883,33252562,0,0,1,6,17,0,0,0,1,0,0,0,0,0,0,0,0,0
1884,33253411,0,0,4,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0
1885,33256235,0,0,2,0,6,0,0,0,0,1,2,0,0,0,2,3,10,0
1886,33266760,1,0,1,0,10,0,0,0,0,0,4,0,0,0,2,1,5,0
1887,33269267,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,33275918,0,1,2,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,33290506,0,1,2,7,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1890,33293671,0,0,1,5,11,0,0,0,1,1,6,0,0,0,0,0,0,0
1891,33332556,0,1,2,2,8,1,0,0,0,3,9,0,0,0,0,0,0,0
1892,33340770,0,1,2,2,11,1,0,0,0,2,6,0,0,0,0,0,0,0
1893,33342030,0,0,1,3,7,0,0,0,0,4,11,0,0,0,0,0,0,0
1894,33342479,0,1,2,6,15,0,0,0,0,1,2,0,0,0,0,0,0,0
1895,33342859,0,0,1,2,6,0,0,0,0,5,12,0,0,0,0,0,0,0
1896,33345884,0,1,1,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,33345948,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,33348331,0,0,1,1,2,0,0,0,2,0,1,0,0,1,2,5,13,0
1899,33374929,0,1,1,1,3,0,0,0,2,4,6,0,0,0,0,3,9,0
1900,33376043,0,1,2,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,33401804,0,0,1,5,12,0,0,0,1,1,5,0,0,0,0,0,0,0
1902,33421178,1,0,0,0,3,0,0,1,2,6,12,0,0,0,0,0,2,0
1903,33426720,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,33427132,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,33429553,0,1,0,1,4,0,0,0,1,2,5,0,0,0,0,1,9,0
1906,33442650,0,0,0,1,3,0,0,0,1,5,12,0,0,0,0,0,4,0
1907,33448466,0,0,4,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0
1908,33450879,0,0,1,1,7,0,0,0,3,0,9,0,0,0,0,1,3,0
1909,33453266,0,0,1,1,3,0,1,0,2,1,2,1,3,0,3,1,5,3
1910,33454889,0,0,2,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,33489098,0,0,0,0,0,0,0,0,1,3,10,0,0,0,0,3,9,0
1912,33491525,0,1,1,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,33492728,0,0,0,0,1,0,0,0,2,3,5,0,0,0,1,4,12,0
1914,33493801,0,1,1,8,15,0,0,0,0,0,4,0,0,0,0,0,0,0
1915,33515981,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
1916,33523226,0,1,2,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,33524463,1,0,1,0,8,0,0,0,2,3,5,0,0,0,0,1,4,0
1918,33529587,1,0,0,0,2,0,0,1,3,6,15,0,0,0,0,0,0,0
1919,33550688,0,1,1,2,5,0,0,0,1,4,12,0,0,0,0,0,0,0
1920,33556052,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,1,6,0
1921,33559059,0,0,0,1,2,0,0,0,2,0,16,0,0,0,1,0,2,0
1922,33559118,0,0,1,3,8,0,0,0,0,4,10,0,0,0,0,0,0,0
1923,33561647,0,0,1,1,6,0,0,0,0,5,12,0,0,0,0,0,0,0
1924,33588064,0,1,0,9,17,0,0,0,0,0,3,0,0,0,0,0,0,0
1925,33588725,0,1,2,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,33589420,0,1,1,0,6,0,1,0,0,0,7,0,0,0,0,2,6,0
1927,33608577,1,0,3,3,11,0,0,0,1,1,6,0,0,0,0,0,0,0
1928,33615693,0,1,1,1,6,0,0,0,1,4,11,0,0,0,0,0,0,0
1929,33615907,0,1,2,4,12,1,0,0,0,2,6,0,0,0,0,0,0,0
1930,33631335,0,1,0,1,2,0,0,0,2,3,6,0,0,0,0,3,10,0
1931,33639757,0,0,1,7,17,0,0,0,1,0,0,0,0,0,0,0,0,0
1932,33684581,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,33686603,0,0,3,0,6,0,0,0,0,1,3,0,0,0,0,3,10,0
1934,33706357,0,0,0,7,16,0,0,0,0,0,4,0,0,0,0,0,0,0
1935,33707162,0,0,5,5,15,0,0,0,0,1,2,0,0,0,0,0,0,0
1936,33709351,0,0,5,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1937,33719117,0,0,0,9,17,0,0,0,0,0,3,0,0,0,0,0,0,0
1938,33721577,0,0,0,0,1,0,0,0,1,3,5,0,0,0,2,4,12,0
1939,33737815,0,0,3,4,7,0,0,1,1,3,5,0,0,0,0,1,6,0
1940,33742375,0,1,2,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,33744589,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,33745251,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,33748527,0,0,6,5,14,0,0,0,0,1,3,0,0,0,0,0,0,0
1944,33750360,0,0,4,7,16,0,0,0,0,0,1,0,0,0,0,0,0,0
1945,33752006,0,0,1,0,3,1,0,0,2,0,7,0,0,0,1,2,7,0
1946,33769595,0,0,1,4,10,0,0,0,1,2,7,0,0,0,0,0,0,0
1947,33773076,0,0,1,3,9,0,0,0,0,3,10,0,0,0,0,0,0,0
1948,33775216,0,0,2,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,33776607,0,0,0,1,3,0,0,0,3,4,9,0,0,0,1,3,7,0
1950,33776656,0,0,4,0,12,0,0,0,1,0,2,0,0,0,0,1,4,0
1951,33779509,0,0,2,3,9,0,0,0,0,3,10,0,0,0,0,0,0,0
1952,33797987,0,0,1,0,3,0,0,0,2,1,9,0,0,0,0,3,8,0
1953,3379848,0,0,0,0,1,0,1,1,1,3,7,0,0,0,0,2,10,0
1954,33801656,0,0,0,9,17,0,0,0,0,0,3,0,0,0,0,0,0,0
1955,33807029,0,0,4,6,15,0,0,0,0,0,1,0,0,0,0,0,0,0
1956,33822487,0,0,1,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,33822680,0,0,0,0,2,0,0,0,1,1,9,0,0,0,0,3,9,0
1958,33870925,0,0,1,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,33875519,0,0,2,2,9,0,0,0,0,2,8,0,0,0,0,0,1,0
1960,33897472,0,1,0,1,3,0,0,0,2,2,6,0,0,0,0,1,8,0
1961,33901888,0,1,1,0,7,0,1,0,0,0,6,0,0,0,0,2,6,0
1962,33907319,0,0,0,0,1,0,0,1,2,3,7,0,0,0,0,1,9,0
1963,33909262,0,1,2,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,33909371,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,33911941,0,1,2,2,8,1,0,0,0,3,9,0,0,0,0,0,0,0
1966,33912398,0,0,5,3,7,0,0,0,0,4,9,0,0,0,0,0,1,0
1967,33943952,0,0,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,33945489,0,0,4,1,6,0,1,0,0,0,7,0,0,0,1,2,4,0
1969,33972001,0,0,1,5,15,0,0,0,0,2,3,0,0,0,0,0,0,0
1970,33972190,0,1,1,7,14,0,0,0,0,0,5,0,0,0,0,0,0,0
1971,33975840,0,0,4,4,12,0,0,0,0,2,5,0,0,0,0,0,0,0
1972,33986542,0,1,2,4,9,1,0,0,0,2,9,0,0,0,0,0,0,0
1973,3398939,0,1,1,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,33991603,0,0,2,0,6,0,0,0,0,1,1,0,0,0,2,3,11,0
1975,33991677,0,1,2,7,13,0,0,0,0,0,5,0,0,0,0,0,0,0
1976,33998391,0,0,2,2,7,0,0,0,0,3,11,0,0,0,0,0,0,0
1977,33998581,0,1,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,340081,0,0,0,0,3,0,0,1,1,1,7,0,0,0,2,4,9,0
1979,34010372,0,0,2,0,5,0,0,0,1,1,4,0,0,0,1,2,10,0
1980,34015726,0,0,3,2,10,0,0,0,0,1,7,0,0,0,0,0,1,0
1981,34032911,1,0,1,0,5,0,0,0,0,2,10,0,0,0,1,0,4,0
1982,34039959,0,0,1,8,17,0,0,0,0,0,1,0,0,0,0,0,0,0
1983,34044186,0,1,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,34056824,0,0,0,0,3,0,0,1,2,1,8,0,0,1,1,4,6,0
1985,34062849,0,0,3,0,11,0,0,0,2,1,6,0,0,0,0,0,1,0
1986,34066046,0,0,1,3,10,0,0,0,0,3,8,0,0,0,0,0,0,0
1987,34082135,0,0,1,1,1,1,1,0,2,0,8,0,0,0,1,2,7,0
1988,34085518,0,0,0,0,7,0,0,0,2,1,6,0,0,0,0,2,7,0
1989,34092927,0,1,2,3,12,1,0,0,0,1,5,0,0,0,0,0,0,0
1990,34119478,0,0,1,1,2,0,0,0,3,0,11,0,0,0,1,2,5,0
1991,34121220,1,0,2,0,9,0,1,0,1,0,3,0,0,1,3,1,3,1
1992,34125683,0,1,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,34126304,0,1,1,2,8,1,0,0,0,3,9,0,0,0,0,0,0,0
1994,34126961,0,0,2,2,7,0,0,0,0,2,8,0,0,0,0,0,3,0
1995,34150292,0,1,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,34151819,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,34156669,0,1,0,9,17,0,0,0,0,0,3,0,0,0,0,0,0,0
1998,34178755,0,1,1,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,34182810,0,0,0,0,3,0,0,1,1,3,9,0,0,1,3,3,6,0
2000,34205341,0,1,1,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,34223031,0,0,3,3,7,0,0,0,2,1,7,0,0,0,0,1,3,0
2002,34232229,0,1,2,2,6,1,0,0,0,4,11,0,0,0,0,0,0,0
2003,34249870,0,0,6,5,11,0,0,0,0,1,6,0,0,0,0,0,0,0
2004,34257791,0,0,4,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,34286016,0,0,1,6,16,0,0,0,0,0,3,0,0,0,0,0,0,0
2006,34307701,0,0,1,4,9,0,0,0,1,2,8,0,0,0,0,0,0,0
2007,34310407,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,34311023,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2009,34313636,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2010,34330110,0,0,1,3,11,1,0,0,0,3,7,0,0,0,0,0,0,0
2011,34331421,0,1,3,4,5,0,0,0,1,2,5,0,0,0,0,3,8,0
2012,34345055,0,1,2,2,6,1,0,0,0,4,11,0,0,0,0,0,0,0
2013,34362117,0,0,0,0,2,0,0,1,2,3,9,0,0,0,0,1,6,0
2014,34365525,0,1,2,7,13,0,0,0,0,0,5,0,0,0,0,0,0,0
2015,34388698,0,1,2,1,5,0,0,0,0,4,12,0,0,0,0,0,0,0
2016,34392527,0,0,2,0,3,0,0,0,2,1,3,0,0,0,2,1,13,0
2017,34417754,0,0,1,5,10,0,0,0,0,2,9,0,0,0,0,0,0,0
2018,34418051,0,0,0,0,2,0,0,1,2,3,7,0,0,0,0,1,8,0
2019,34418065,0,0,1,1,5,0,0,0,0,5,13,0,0,0,0,0,0,0
2020,34446875,0,0,5,6,14,0,0,0,0,1,3,0,0,0,0,0,0,0
2021,34466318,0,0,4,7,15,0,0,0,0,1,2,0,0,0,0,0,0,0
2022,34466389,0,0,5,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,34473511,0,0,0,4,8,0,0,0,3,3,6,0,0,1,1,3,4,0
2024,34477011,0,0,3,0,6,0,0,0,0,1,3,0,0,0,0,2,10,0
2025,34478881,0,1,0,1,4,0,0,0,2,2,7,0,0,0,0,1,6,0
2026,34479014,1,0,1,0,8,0,0,0,0,1,8,0,0,0,1,0,3,0
2027,34481495,0,0,2,2,6,0,0,0,0,4,12,0,0,0,0,0,0,0
2028,34501590,0,1,2,2,9,1,0,0,0,2,8,0,0,0,0,0,0,0
2029,34506656,0,1,2,5,13,0,0,0,0,3,4,0,0,0,0,0,0,0
2030,34513576,0,0,1,1,3,0,1,0,0,0,1,0,4,0,4,1,8,3
2031,34535174,0,0,1,2,3,0,0,0,2,2,4,0,0,0,1,3,12,0
2032,34538314,0,0,2,2,7,0,0,0,0,2,8,0,0,0,0,0,3,0
2033,34543696,0,0,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,34573506,0,0,2,2,7,0,0,0,0,2,8,0,0,0,0,0,3,0
2035,34575449,0,0,0,3,8,0,0,0,2,3,10,0,0,0,0,0,0,0
2036,34576589,0,0,0,3,9,0,0,0,1,3,10,0,0,0,0,0,0,0
2037,34593635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,17,0
2038,34626183,0,1,2,6,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2039,34641121,0,0,0,3,9,0,0,0,1,3,10,0,0,0,0,0,0,0
2040,3464176,0,1,1,8,18,0,0,0,0,0,1,0,0,0,0,0,0,0
2041,34642330,0,0,0,3,9,0,0,0,1,3,10,0,0,0,0,0,0,0
2042,34644718,0,0,0,3,9,0,0,0,1,3,10,0,0,0,0,0,0,0
2043,34645598,0,0,0,3,9,0,0,0,1,3,10,0,0,0,0,0,0,0
2044,34651569,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2045,34668987,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2046,34679541,0,0,2,3,9,0,0,0,0,3,10,0,0,0,0,0,0,0
2047,34681984,0,0,1,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,34683070,0,0,1,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,34683165,0,0,0,1,4,0,0,0,3,6,10,0,0,0,1,2,5,0
2050,34683316,0,0,1,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,34688029,0,0,2,5,14,0,0,0,0,2,3,0,0,0,0,0,0,0
2052,34689992,0,0,2,1,8,0,0,0,0,0,1,0,0,0,1,3,10,0
2053,34690359,0,0,0,0,0,0,0,1,1,2,7,0,0,0,0,3,11,0
2054,34710250,0,0,0,0,1,0,0,1,1,3,11,0,0,0,0,1,6,0
2055,34746314,0,0,5,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
2056,34752319,0,1,0,1,4,0,0,0,2,2,7,0,0,0,0,1,6,0
2057,34752837,0,1,2,4,13,1,0,0,0,2,5,0,0,0,0,0,0,0
2058,34753230,0,1,1,2,10,1,0,0,0,3,7,0,0,0,0,0,0,0
2059,34773657,0,1,2,2,6,0,0,0,0,2,4,0,0,0,0,1,7,0
2060,34780200,0,0,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,34817690,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2062,34818937,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2063,34818938,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2064,34818990,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2065,34884873,0,0,0,0,1,0,0,1,1,3,11,0,0,0,0,1,6,0
2066,34892378,1,0,1,0,8,0,0,0,2,3,4,0,0,0,0,1,5,0
2067,34902765,0,0,0,0,2,0,0,1,4,2,9,0,0,1,0,3,5,0
2068,34906207,0,0,1,9,17,0,0,0,0,0,1,0,0,0,0,0,0,0
2069,34907758,0,0,0,9,18,0,0,0,0,0,1,0,0,0,0,0,0,0
2070,34936222,0,0,1,1,6,0,0,0,1,0,10,0,0,0,0,0,4,0
2071,34943422,0,0,4,8,16,0,0,0,0,0,1,0,0,0,0,0,0,0
2072,34962040,0,1,1,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,34966681,0,0,1,4,11,0,0,0,0,3,7,0,0,0,0,0,0,0
2074,34977490,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2075,34997063,0,1,2,2,7,1,0,0,0,3,10,0,0,0,0,0,0,0
2076,34997148,0,0,4,5,15,0,0,0,0,1,2,0,0,0,0,0,0,0
2077,34997470,0,0,5,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
2078,34997605,0,0,4,6,15,0,0,0,0,1,2,0,0,0,0,0,0,0
2079,34998235,0,0,5,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0
2080,34998748,0,0,1,3,8,0,0,0,0,3,11,0,0,0,0,0,0,0
2081,35002075,0,1,2,2,6,0,0,0,0,4,11,0,0,0,0,0,0,0
2082,35002497,0,1,2,1,5,0,0,0,0,4,12,0,0,0,0,0,0,0
2083,35002753,0,1,2,2,6,0,0,0,0,4,11,0,0,0,0,0,0,0
2084,35035409,0,1,2,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,35036942,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2086,35038778,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
2087,35064284,0,1,1,8,18,0,0,0,0,0,1,0,0,0,0,0,0,0
2088,35076779,0,0,1,0,2,0,0,0,1,1,6,0,0,0,1,0,12,0
2089,35084815,0,1,0,1,3,0,0,0,3,3,8,0,0,0,0,1,6,0
2090,35092479,0,1,2,4,11,0,0,0,0,4,6,0,0,0,0,0,0,0
2091,35125824,0,0,0,0,0,0,0,1,1,8,18,0,0,0,0,0,0,0
2092,35130535,0,1,0,2,5,0,0,0,2,2,5,0,0,0,0,1,7,0
2093,35156539,0,1,1,3,11,1,0,0,0,2,6,0,0,0,0,0,0,0
2094,35160307,0,0,4,4,10,0,0,0,0,2,7,0,0,0,0,0,0,0
2095,35176743,0,1,1,9,18,0,0,0,0,0,1,0,0,0,0,0,0,0
2096,35178464,0,1,1,8,16,0,0,0,0,0,3,0,0,0,0,0,0,0
2097,35194035,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,6,14,0
2098,35195149,0,0,0,3,9,0,0,0,1,3,10,0,0,0,0,0,0,0
2099,35197177,0,1,2,7,15,0,0,0,0,0,3,0,0,0,0,0,0,0
